constIndex:539|prop_brokengun|localPosition.x:-0012.24189|localPosition.y:-0031.34000|localPosition.z:0023.76243|localRotation.x:-0000.42141|localRotation.y:0000.56781|localRotation.z:0000.56781|localRotation.w:0000.42141|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:538|prop_broken_clock|localPosition.x:-0012.34687|localPosition.y:-0031.98000|localPosition.z:0028.42377|localRotation.x:0000.29666|localRotation.y:0000.64200|localRotation.z:0000.64178|localRotation.w:-0000.29656|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:593|text_decalStopDSS1 (4)|localPosition.x:-0032.70111|localPosition.y:-0027.15095|localPosition.z:0034.54660|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0000.06000|localScale.y:0000.04500|localScale.z:0001.00000
constIndex:592|text_decal|localPosition.x:-0001.19800|localPosition.y:-0030.67200|localPosition.z:0017.57900|localRotation.x:0000.00000|localRotation.y:0000.70711|localRotation.z:0000.00000|localRotation.w:-0000.70711|localScale.x:0000.60000|localScale.y:0000.60000|localScale.z:0001.00000
constIndex:686|decal_scorchtiny|localPosition.x:0013.69500|localPosition.y:-0028.68600|localPosition.z:0044.72200|localRotation.x:0000.00000|localRotation.y:0001.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0000.18000|localScale.y:0000.35000|localScale.z:0000.18000
constIndex:684|decal_scorch3|localPosition.x:0013.03000|localPosition.y:-0028.59900|localPosition.z:0044.74000|localRotation.x:0000.00000|localRotation.y:0001.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0000.40000|localScale.y:0000.90000|localScale.z:0000.50000
constIndex:686|decal_scorchtiny (1)|localPosition.x:0014.04700|localPosition.y:-0029.15000|localPosition.z:0044.75500|localRotation.x:0000.00000|localRotation.y:0001.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0000.18000|localScale.y:0000.35000|localScale.z:0000.18000
constIndex:593|text_decalStopDSS1|localPosition.x:0008.39100|localPosition.y:-0027.21700|localPosition.z:0037.12100|localRotation.x:0000.00000|localRotation.y:0001.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0000.03000|localScale.y:0000.03000|localScale.z:0001.00000
constIndex:592|text_decal|localPosition.x:-0008.89300|localPosition.y:-0027.24600|localPosition.z:0037.83900|localRotation.x:0000.00000|localRotation.y:0000.70711|localRotation.z:0000.00000|localRotation.w:-0000.70711|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:675|decal_logo_research|localPosition.x:0030.59100|localPosition.y:-0027.87300|localPosition.z:0037.12400|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:687|decal_blood_splat (2)|localPosition.x:0031.98989|localPosition.y:-0028.03995|localPosition.z:0041.34360|localRotation.x:0000.00000|localRotation.y:0000.70711|localRotation.z:0000.00000|localRotation.w:-0000.70711|localScale.x:0000.50000|localScale.y:0001.00000|localScale.z:0000.50000
constIndex:592|text_decal|localPosition.x:-0014.86000|localPosition.y:-0029.43300|localPosition.z:0048.72200|localRotation.x:-0000.16258|localRotation.y:0000.68816|localRotation.z:-0000.68816|localRotation.w:-0000.16258|localScale.x:0000.15000|localScale.y:0000.15000|localScale.z:0001.00000
constIndex:592|text_decal (3)|localPosition.x:-0014.99031|localPosition.y:-0029.43175|localPosition.z:0048.71990|localRotation.x:-0000.09047|localRotation.y:0000.70129|localRotation.z:-0000.70129|localRotation.w:-0000.09047|localScale.x:0000.06000|localScale.y:0000.06000|localScale.z:0001.00000
constIndex:592|text_decal (4)|localPosition.x:-0014.91341|localPosition.y:-0029.43175|localPosition.z:0048.69590|localRotation.x:-0000.10709|localRotation.y:0000.69895|localRotation.z:-0000.69895|localRotation.w:-0000.10709|localScale.x:0000.15000|localScale.y:0000.06000|localScale.z:0001.00000
constIndex:592|text_decal (5)|localPosition.x:-0014.96481|localPosition.y:-0029.43175|localPosition.z:0048.73910|localRotation.x:-0000.10709|localRotation.y:0000.69895|localRotation.z:-0000.69895|localRotation.w:-0000.10709|localScale.x:0000.15000|localScale.y:0000.06000|localScale.z:0001.00000
constIndex:592|text_decal (6)|localPosition.x:-0014.90351|localPosition.y:-0029.43175|localPosition.z:0048.70630|localRotation.x:-0000.10709|localRotation.y:0000.69895|localRotation.z:-0000.69895|localRotation.w:-0000.10709|localScale.x:0000.15000|localScale.y:0000.06000|localScale.z:0001.00000
constIndex:592|text_decal (7)|localPosition.x:-0014.91641|localPosition.y:-0029.43175|localPosition.z:0048.67790|localRotation.x:-0000.10709|localRotation.y:0000.69895|localRotation.z:-0000.69895|localRotation.w:-0000.10709|localScale.x:0000.15000|localScale.y:0000.06000|localScale.z:0001.00000
constIndex:592|text_decal (8)|localPosition.x:-0014.89731|localPosition.y:-0029.43175|localPosition.z:0048.64570|localRotation.x:-0000.10709|localRotation.y:0000.69895|localRotation.z:-0000.69895|localRotation.w:-0000.10709|localScale.x:0000.15000|localScale.y:0000.06000|localScale.z:0001.00000
constIndex:592|text_decal (9)|localPosition.x:-0014.94621|localPosition.y:-0029.43175|localPosition.z:0048.66200|localRotation.x:-0000.10709|localRotation.y:0000.69895|localRotation.z:-0000.69895|localRotation.w:-0000.10709|localScale.x:0000.15000|localScale.y:0000.06000|localScale.z:0001.00000
constIndex:592|text_decal (10)|localPosition.x:-0014.89521|localPosition.y:-0029.43175|localPosition.z:0048.73670|localRotation.x:-0000.10709|localRotation.y:0000.69895|localRotation.z:-0000.69895|localRotation.w:-0000.10709|localScale.x:0000.15000|localScale.y:0000.06000|localScale.z:0001.00000
constIndex:592|text_decal (11)|localPosition.x:-0014.96221|localPosition.y:-0029.43175|localPosition.z:0048.75760|localRotation.x:-0000.09047|localRotation.y:0000.70129|localRotation.z:-0000.70129|localRotation.w:-0000.09047|localScale.x:0000.06000|localScale.y:0000.06000|localScale.z:0001.00000
constIndex:592|text_decal (12)|localPosition.x:-0014.89211|localPosition.y:-0029.43175|localPosition.z:0048.67490|localRotation.x:-0000.15191|localRotation.y:0000.69060|localRotation.z:-0000.69060|localRotation.w:-0000.15191|localScale.x:0000.06000|localScale.y:0000.06000|localScale.z:0001.00000
constIndex:592|text_decal (13)|localPosition.x:-0014.89361|localPosition.y:-0029.43300|localPosition.z:0048.99390|localRotation.x:-0000.67040|localRotation.y:0000.22485|localRotation.z:-0000.22485|localRotation.w:-0000.67040|localScale.x:0000.15000|localScale.y:0000.15000|localScale.z:0001.00000
constIndex:592|text_decal (14)|localPosition.x:-0014.88031|localPosition.y:-0029.42965|localPosition.z:0049.00942|localRotation.x:-0000.70689|localRotation.y:0000.01736|localRotation.z:-0000.01736|localRotation.w:-0000.70689|localScale.x:0000.15000|localScale.y:0000.15000|localScale.z:0001.00000
constIndex:592|text_decal (15)|localPosition.x:-0014.82781|localPosition.y:-0029.43175|localPosition.z:0048.90480|localRotation.x:0000.21541|localRotation.y:0000.67350|localRotation.z:-0000.67350|localRotation.w:0000.21541|localScale.x:0000.06000|localScale.y:0000.06000|localScale.z:0001.00000
constIndex:675|decal_logo_research|localPosition.x:0023.02300|localPosition.y:-0030.76000|localPosition.z:-0019.13800|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:603|us_paperlog|localPosition.x:-0028.59000|localPosition.y:-0028.36422|localPosition.z:0002.60200|localRotation.x:0000.70106|localRotation.y:0000.09230|localRotation.z:0000.09230|localRotation.w:-0000.70106|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:557|prop_desk01|localPosition.x:-0028.34100|localPosition.y:-0029.44000|localPosition.z:0003.05900|localRotation.x:-0000.50000|localRotation.y:0000.50000|localRotation.z:0000.50000|localRotation.w:0000.50000|localScale.x:0000.03980|localScale.y:0000.03980|localScale.z:0000.03980
constIndex:541|prop_chair02|localPosition.x:-0028.11900|localPosition.y:-0029.44000|localPosition.z:0001.74000|localRotation.x:-0000.68798|localRotation.y:-0000.16337|localRotation.z:-0000.16337|localRotation.w:0000.68798|localScale.x:0000.03980|localScale.y:0000.03980|localScale.z:0000.03980
constIndex:532|prop_beaker_holder|localPosition.x:-0027.65591|localPosition.y:-0028.09800|localPosition.z:-0001.03702|localRotation.x:0000.00000|localRotation.y:0000.27793|localRotation.z:0000.00000|localRotation.w:0000.96060|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:585|prop_sparkingwire|localPosition.x:0020.80326|localPosition.y:-0029.46000|localPosition.z:-0017.71849|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.30000|localScale.z:0001.00000
constIndex:697|clip_npc|localPosition.x:0033.26200|localPosition.y:-0025.61000|localPosition.z:0017.92000|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (1)|localPosition.x:0002.58000|localPosition.y:-0030.01300|localPosition.z:-0041.97400|localRotation.x:0000.00000|localRotation.y:0000.97490|localRotation.z:0000.22265|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (2)|localPosition.x:-0007.66000|localPosition.y:-0030.02400|localPosition.z:-0042.51100|localRotation.x:-0000.22265|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.97490|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (3)|localPosition.x:-0008.66300|localPosition.y:-0030.04800|localPosition.z:-0043.51900|localRotation.x:0000.15744|localRotation.y:0000.68936|localRotation.z:0000.15744|localRotation.w:-0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (4)|localPosition.x:-0006.72100|localPosition.y:-0030.09700|localPosition.z:-0043.51900|localRotation.x:0000.22610|localRotation.y:-0000.66998|localRotation.z:-0000.22610|localRotation.w:-0000.66999|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (5)|localPosition.x:-0010.22000|localPosition.y:-0029.75300|localPosition.z:-0042.51100|localRotation.x:-0000.22265|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.97490|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (6)|localPosition.x:-0005.10000|localPosition.y:-0029.75300|localPosition.z:-0039.95100|localRotation.x:-0000.22265|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.97490|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (7)|localPosition.x:-0008.70400|localPosition.y:-0029.75300|localPosition.z:-0039.67000|localRotation.x:-0000.15744|localRotation.y:-0000.68936|localRotation.z:-0000.15744|localRotation.w:0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (8)|localPosition.x:-0011.53500|localPosition.y:-0029.75300|localPosition.z:-0036.85500|localRotation.x:0000.00000|localRotation.y:0000.97490|localRotation.z:0000.22265|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (9)|localPosition.x:-0010.22000|localPosition.y:-0030.02400|localPosition.z:-0034.83100|localRotation.x:-0000.22265|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.97490|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (10)|localPosition.x:-0010.22000|localPosition.y:-0030.09900|localPosition.z:-0036.11700|localRotation.x:0000.00000|localRotation.y:0000.97490|localRotation.z:0000.22265|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (11)|localPosition.x:-0011.22000|localPosition.y:-0030.04800|localPosition.z:-0035.84000|localRotation.x:0000.15744|localRotation.y:0000.68936|localRotation.z:0000.15744|localRotation.w:-0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (12)|localPosition.x:-0009.25000|localPosition.y:-0030.04800|localPosition.z:-0035.84000|localRotation.x:-0000.15743|localRotation.y:0000.68936|localRotation.z:0000.15743|localRotation.w:0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (13)|localPosition.x:-0006.38000|localPosition.y:-0029.75300|localPosition.z:-0034.83100|localRotation.x:-0000.22265|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.97490|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (14)|localPosition.x:-0005.10000|localPosition.y:-0029.75300|localPosition.z:-0036.82500|localRotation.x:0000.00000|localRotation.y:0000.97490|localRotation.z:0000.22265|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (15)|localPosition.x:-0006.68700|localPosition.y:-0029.75300|localPosition.z:-0038.40100|localRotation.x:-0000.15743|localRotation.y:0000.68936|localRotation.z:0000.15743|localRotation.w:0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (16)|localPosition.x:-0014.37000|localPosition.y:-0029.75300|localPosition.z:-0038.40100|localRotation.x:-0000.15743|localRotation.y:0000.68936|localRotation.z:0000.15743|localRotation.w:0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (17)|localPosition.x:-0009.24700|localPosition.y:-0029.75300|localPosition.z:-0033.28100|localRotation.x:-0000.15743|localRotation.y:0000.68936|localRotation.z:0000.15743|localRotation.w:0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (18)|localPosition.x:-0003.54800|localPosition.y:-0029.75300|localPosition.z:-0038.39000|localRotation.x:-0000.15744|localRotation.y:-0000.68936|localRotation.z:-0000.15744|localRotation.w:0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (19)|localPosition.x:-0003.84500|localPosition.y:-0029.75200|localPosition.z:-0041.96400|localRotation.x:0000.00000|localRotation.y:0000.97490|localRotation.z:0000.22265|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (20)|localPosition.x:-0000.98800|localPosition.y:-0029.75300|localPosition.z:-0043.51000|localRotation.x:-0000.15744|localRotation.y:-0000.68936|localRotation.z:-0000.15744|localRotation.w:0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (21)|localPosition.x:0006.69000|localPosition.y:-0030.03400|localPosition.z:-0043.51000|localRotation.x:-0000.15744|localRotation.y:-0000.68936|localRotation.z:-0000.15744|localRotation.w:0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (22)|localPosition.x:0009.25000|localPosition.y:-0030.18200|localPosition.z:-0043.51000|localRotation.x:-0000.11235|localRotation.y:-0000.67768|localRotation.z:-0000.20186|localRotation.w:0000.69812|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (23)|localPosition.x:0011.24300|localPosition.y:-0030.03400|localPosition.z:-0043.51000|localRotation.x:-0000.15743|localRotation.y:0000.68936|localRotation.z:0000.15743|localRotation.w:0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (24)|localPosition.x:0010.23900|localPosition.y:-0030.03400|localPosition.z:-0042.50300|localRotation.x:-0000.22265|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.97490|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (25)|localPosition.x:-0005.10000|localPosition.y:-0030.02400|localPosition.z:-0024.59000|localRotation.x:-0000.22265|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.97490|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (26)|localPosition.x:-0006.10000|localPosition.y:-0030.04800|localPosition.z:-0025.59900|localRotation.x:0000.15744|localRotation.y:0000.68936|localRotation.z:0000.15744|localRotation.w:-0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (27)|localPosition.x:-0006.41500|localPosition.y:-0029.75300|localPosition.z:-0026.61800|localRotation.x:0000.00000|localRotation.y:0000.97490|localRotation.z:0000.22265|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (28)|localPosition.x:-0005.10000|localPosition.y:-0030.09900|localPosition.z:-0025.88000|localRotation.x:0000.00000|localRotation.y:0000.97490|localRotation.z:0000.22265|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (29)|localPosition.x:-0009.24700|localPosition.y:-0029.75300|localPosition.z:-0028.16000|localRotation.x:-0000.15743|localRotation.y:0000.68936|localRotation.z:0000.15743|localRotation.w:0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (30)|localPosition.x:-0020.46200|localPosition.y:-0029.75300|localPosition.z:-0026.58500|localRotation.x:0000.00000|localRotation.y:0000.97490|localRotation.z:0000.22265|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (31)|localPosition.x:-0022.04900|localPosition.y:-0029.75300|localPosition.z:-0028.16100|localRotation.x:-0000.15743|localRotation.y:0000.68936|localRotation.z:0000.15743|localRotation.w:0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (32)|localPosition.x:-0018.91000|localPosition.y:-0029.75300|localPosition.z:-0028.15000|localRotation.x:-0000.15744|localRotation.y:-0000.68936|localRotation.z:-0000.15744|localRotation.w:0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (33)|localPosition.x:-0009.23000|localPosition.y:-0030.03600|localPosition.z:-0021.76000|localRotation.x:-0000.15743|localRotation.y:0000.68936|localRotation.z:0000.15743|localRotation.w:0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (34)|localPosition.x:-0011.79000|localPosition.y:-0030.34300|localPosition.z:-0021.76000|localRotation.x:-0000.15743|localRotation.y:0000.68936|localRotation.z:0000.15743|localRotation.w:0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (35)|localPosition.x:-0016.35300|localPosition.y:-0030.34300|localPosition.z:-0021.76000|localRotation.x:0000.15743|localRotation.y:0000.68936|localRotation.z:0000.15743|localRotation.w:-0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (36)|localPosition.x:-0018.91300|localPosition.y:-0030.03400|localPosition.z:-0021.76000|localRotation.x:0000.15743|localRotation.y:0000.68936|localRotation.z:0000.15743|localRotation.w:-0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (37)|localPosition.x:-0014.09500|localPosition.y:-0030.29500|localPosition.z:-0023.48400|localRotation.x:0000.00000|localRotation.y:0000.97490|localRotation.z:0000.22265|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (38)|localPosition.x:-0014.09500|localPosition.y:-0030.29500|localPosition.z:-0020.00500|localRotation.x:-0000.22265|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.97490|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (39)|localPosition.x:-0005.10000|localPosition.y:-0029.75300|localPosition.z:-0019.47000|localRotation.x:-0000.22265|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.97490|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (40)|localPosition.x:-0005.10000|localPosition.y:-0029.75300|localPosition.z:-0016.34400|localRotation.x:0000.00000|localRotation.y:0000.97490|localRotation.z:0000.22265|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (41)|localPosition.x:-0006.68700|localPosition.y:-0029.75300|localPosition.z:-0017.92000|localRotation.x:-0000.15743|localRotation.y:0000.68936|localRotation.z:0000.15743|localRotation.w:0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (43)|localPosition.x:-0011.81000|localPosition.y:-0029.75300|localPosition.z:-0015.36000|localRotation.x:-0000.15743|localRotation.y:0000.68936|localRotation.z:0000.15743|localRotation.w:0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (42)|localPosition.x:-0010.22300|localPosition.y:-0029.75300|localPosition.z:-0016.91000|localRotation.x:-0000.22265|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.97490|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (44)|localPosition.x:-0008.67000|localPosition.y:-0029.75300|localPosition.z:-0015.35000|localRotation.x:-0000.15744|localRotation.y:-0000.68936|localRotation.z:-0000.15744|localRotation.w:0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (45)|localPosition.x:0002.58000|localPosition.y:-0029.75300|localPosition.z:-0024.59000|localRotation.x:-0000.22265|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.97490|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (46)|localPosition.x:0002.58000|localPosition.y:-0029.75300|localPosition.z:-0026.58000|localRotation.x:0000.00000|localRotation.y:0000.97490|localRotation.z:0000.22265|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (47)|localPosition.x:0002.58000|localPosition.y:-0029.75300|localPosition.z:-0029.71000|localRotation.x:-0000.22265|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.97490|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (48)|localPosition.x:0007.70000|localPosition.y:-0029.75300|localPosition.z:-0034.26000|localRotation.x:0000.00000|localRotation.y:0000.97490|localRotation.z:0000.22265|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (49)|localPosition.x:0000.01800|localPosition.y:-0029.75300|localPosition.z:-0037.39100|localRotation.x:-0000.22265|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.97490|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (50)|localPosition.x:0000.01800|localPosition.y:-0029.75300|localPosition.z:-0034.26500|localRotation.x:0000.00000|localRotation.y:0000.97490|localRotation.z:0000.22265|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (51)|localPosition.x:-0001.56900|localPosition.y:-0029.75300|localPosition.z:-0035.84100|localRotation.x:-0000.15743|localRotation.y:0000.68936|localRotation.z:0000.15743|localRotation.w:0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (52)|localPosition.x:0001.57000|localPosition.y:-0029.75300|localPosition.z:-0035.83000|localRotation.x:-0000.15744|localRotation.y:-0000.68936|localRotation.z:-0000.15744|localRotation.w:0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (53)|localPosition.x:0003.55000|localPosition.y:-0029.75300|localPosition.z:-0037.12000|localRotation.x:-0000.15743|localRotation.y:0000.68936|localRotation.z:0000.15743|localRotation.w:0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (54)|localPosition.x:0007.70000|localPosition.y:-0030.02400|localPosition.z:-0032.28000|localRotation.x:-0000.22265|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.97490|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (55)|localPosition.x:0006.69000|localPosition.y:-0030.04500|localPosition.z:-0033.27000|localRotation.x:-0000.15744|localRotation.y:-0000.68936|localRotation.z:-0000.15744|localRotation.w:0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (57)|localPosition.x:0022.05800|localPosition.y:-0030.04800|localPosition.z:-0038.40000|localRotation.x:0000.15744|localRotation.y:0000.68936|localRotation.z:0000.15744|localRotation.w:-0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (56)|localPosition.x:0024.34100|localPosition.y:-0030.02400|localPosition.z:-0037.39200|localRotation.x:-0000.22265|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.97490|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (58)|localPosition.x:0024.34100|localPosition.y:-0030.02400|localPosition.z:-0039.38600|localRotation.x:0000.00000|localRotation.y:0000.97490|localRotation.z:0000.22265|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (59)|localPosition.x:0026.56900|localPosition.y:-0030.04800|localPosition.z:-0038.40000|localRotation.x:-0000.15743|localRotation.y:0000.68936|localRotation.z:0000.15743|localRotation.w:0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (60)|localPosition.x:0041.96100|localPosition.y:-0031.95000|localPosition.z:-0033.28000|localRotation.x:-0000.15743|localRotation.y:0000.68936|localRotation.z:0000.15743|localRotation.w:0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (61)|localPosition.x:0035.66700|localPosition.y:-0031.36500|localPosition.z:-0037.87900|localRotation.x:-0000.22089|localRotation.y:0000.02793|localRotation.z:-0000.12229|localRotation.w:0000.96720|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (62)|localPosition.x:0014.10000|localPosition.y:-0029.75300|localPosition.z:-0032.27000|localRotation.x:-0000.22265|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.97490|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (64)|localPosition.x:0016.93000|localPosition.y:-0029.75300|localPosition.z:-0030.71000|localRotation.x:-0000.15744|localRotation.y:-0000.68936|localRotation.z:-0000.15744|localRotation.w:0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
