localPosition.x:-0008.11670|localPosition.y:-0050.53194|localPosition.z:0029.09170|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0004.94000|range:0001.00000|type:Point|color.r:0000.76252|color.g:0000.19518|color.b:0000.81132|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0035.75130|localPosition.y:-0050.69394|localPosition.z:0028.26070|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.00000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0035.75130|localPosition.y:-0050.69394|localPosition.z:0030.76270|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0000.70000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0038.16730|localPosition.y:-0050.69394|localPosition.z:0023.14770|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0000.70000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0038.16730|localPosition.y:-0050.69394|localPosition.z:0025.69370|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0000.70000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0038.16730|localPosition.y:-0050.69394|localPosition.z:0028.26070|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0000.70000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0038.16730|localPosition.y:-0050.69394|localPosition.z:0030.76270|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0000.70000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0037.72030|localPosition.y:-0050.69394|localPosition.z:0032.72770|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.00000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0040.75630|localPosition.y:-0050.69394|localPosition.z:0023.14770|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0000.60000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0040.75630|localPosition.y:-0050.69394|localPosition.z:0025.69370|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0000.60000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0040.75630|localPosition.y:-0050.69394|localPosition.z:0028.26070|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.00000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0040.13830|localPosition.y:-0050.69394|localPosition.z:0030.18170|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.00000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0043.28130|localPosition.y:-0050.69394|localPosition.z:0023.14770|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.30000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0043.28130|localPosition.y:-0050.69394|localPosition.z:0025.69370|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.30000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0042.73830|localPosition.y:-0050.69394|localPosition.z:0027.79170|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.00000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0038.16730|localPosition.y:-0050.69394|localPosition.z:0020.62170|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0000.70000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0040.75630|localPosition.y:-0050.69394|localPosition.z:0020.62170|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.00000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0043.28130|localPosition.y:-0050.69394|localPosition.z:0020.62170|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.30000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0032.70230|localPosition.y:-0050.81294|localPosition.z:0030.47670|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.30000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0033.21030|localPosition.y:-0050.56194|localPosition.z:0033.27270|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0000.50000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0033.14030|localPosition.y:-0050.72894|localPosition.z:0025.69370|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0002.00000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0035.66430|localPosition.y:-0050.85994|localPosition.z:0033.27270|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0000.80000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0030.17930|localPosition.y:-0056.44994|localPosition.z:0010.42770|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.00000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0030.63830|localPosition.y:-0056.82394|localPosition.z:0008.12170|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.00000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0030.63830|localPosition.y:-0056.82394|localPosition.z:0006.03170|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.00000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0030.63830|localPosition.y:-0056.82394|localPosition.z:0003.77170|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.00000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0030.63830|localPosition.y:-0056.82394|localPosition.z:0001.27170|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.00000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0030.26830|localPosition.y:-0056.46294|localPosition.z:0012.18370|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0000.75000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0030.63830|localPosition.y:-0057.00594|localPosition.z:0000.19670|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.00000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0030.63830|localPosition.y:-0057.00594|localPosition.z:-0002.36230|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.00000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0030.63830|localPosition.y:-0054.58194|localPosition.z:-0000.37730|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.50000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0030.63830|localPosition.y:-0054.63894|localPosition.z:-0002.02930|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.50000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0025.55230|localPosition.y:-0054.95094|localPosition.z:-0000.37730|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0002.00000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0025.55230|localPosition.y:-0055.00794|localPosition.z:-0002.02930|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0002.00000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0022.42830|localPosition.y:-0053.95494|localPosition.z:-0000.50030|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0000.92000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0022.42830|localPosition.y:-0053.96994|localPosition.z:-0001.78430|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0000.92000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0019.44830|localPosition.y:-0053.95494|localPosition.z:-0000.50030|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0000.92000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0019.44830|localPosition.y:-0053.96994|localPosition.z:-0001.78430|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0000.92000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0026.34830|localPosition.y:-0056.84294|localPosition.z:-0001.07430|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0000.40000|range:0005.50000|type:Point|color.r:0000.64623|color.g:0000.98195|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0024.71230|localPosition.y:-0056.84294|localPosition.z:-0001.07430|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0000.40000|range:0005.50000|type:Point|color.r:0000.64623|color.g:0000.98195|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0036.49230|localPosition.y:-0056.84294|localPosition.z:-0001.07430|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0000.40000|range:0005.50000|type:Point|color.r:0000.64623|color.g:0000.98195|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0034.85630|localPosition.y:-0056.84294|localPosition.z:-0001.07430|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0000.40000|range:0005.50000|type:Point|color.r:0000.64623|color.g:0000.98195|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0035.65830|localPosition.y:-0054.95094|localPosition.z:-0000.37730|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0002.00000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0035.65830|localPosition.y:-0054.93594|localPosition.z:-0001.90030|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0002.00000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0015.42630|localPosition.y:-0054.01494|localPosition.z:0000.24170|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0002.00000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0015.42630|localPosition.y:-0055.98694|localPosition.z:0000.24170|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0002.00000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0032.59830|localPosition.y:-0053.86394|localPosition.z:-0004.17530|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0002.87000|range:0002.00000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0044.17230|localPosition.y:-0056.84294|localPosition.z:-0001.07430|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0000.40000|range:0005.50000|type:Point|color.r:0000.64623|color.g:0000.98195|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0042.53630|localPosition.y:-0056.84294|localPosition.z:-0001.07430|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0000.40000|range:0005.50000|type:Point|color.r:0000.64623|color.g:0000.98195|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
